"Binomial.1.2","pre_domestic_name","Order.1.2","Family.1.2","IUCN.Status.1.2","Island.Endemicity","Mass.g","LogMassKg","guild","GuildSimple","Diet.Graminoids","Diet.Browse.Fruit","Diet.Meat_median","Fermentation.Type","Inferred.Fermentation.Type","Inferred.Fermentation.Efficiency","Foot.Type","Substrate.Aquatic","Substrate.Terrestrial","Substrate.Arboreal","Substrate.Cat"
"Babakotia_radofilai",NA,"Primates","Palaeopropithecidae","EP","Occurs only on isolated islands",21000,1.322219295,"browser","browser",0,3,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",0,1,1,"semi.arboreal"
"Mesopropithecus_globiceps",NA,"Primates","Palaeopropithecidae","EP","Occurs only on isolated islands",11000,1.041392685,"browser","browser",0,3,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",0,1,1,"semi.arboreal"
"Mesopropithecus_pithecoides",NA,"Primates","Palaeopropithecidae","EP","Occurs only on isolated islands",14000,1.146128036,"browser","browser",0,3,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",0,1,1,"semi.arboreal"
"Palaeopropithecus_ingens",NA,"Primates","Palaeopropithecidae","EX","Occurs only on isolated islands",42000,1.62324929,"browser","browser",0,3,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",0,0,1,"arboreal"
"Palaeopropithecus_maximus",NA,"Primates","Palaeopropithecidae","EP","Occurs only on isolated islands",46000,1.662757832,"browser","browser",0,3,0,"Hindgut_unknown","Hindgut Colon",1,"Plantigrade",0,0,1,"arboreal"
"Elephas_antiquus",NA,"Proboscidea","Elephantidae","EP","Occurs on mainland",6500000,3.812913357,"mixed feeder","mixed feeder",3,3,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Elephas_cypriotes",NA,"Proboscidea","Elephantidae","EP","Occurs only on isolated islands",130000,2.113943352,"mixed feeder","mixed feeder",3,3,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Elephas_iolensis",NA,"Proboscidea","Elephantidae","EP","Occurs on mainland",6500000,3.812913357,"grazer","grazer",3,0,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Elephas_maximus",NA,"Proboscidea","Elephantidae","EN","Occurs on mainland",2915040,3.464644518,"mixed feeder","mixed feeder",3,3,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Elephas_mnaidriensis",NA,"Proboscidea","Elephantidae","EP","Occurs on large land bridge islands",1102000,3.042181595,"mixed feeder","mixed feeder",3,2,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Elephas_namadicus",NA,"Proboscidea","Elephantidae","EP","Occurs on mainland",1.3e+07,4.113943352,"mixed feeder","mixed feeder",3,3,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Elephas_naumanii",NA,"Proboscidea","Elephantidae","EP","Occurs on mainland",2228435.1,3.34799999,"grazer","grazer",3,1,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Elephas_tiliensis",NA,"Proboscidea","Elephantidae","EP","Occurs only on isolated islands",809000,2.907948522,"mixed feeder","mixed feeder",3,3,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Loxodonta_africana",NA,"Proboscidea","Elephantidae","VU","Occurs on mainland",3940034.3,3.595500003,"mixed feeder","mixed feeder",2,3,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Mammuthus_columbi",NA,"Proboscidea","Elephantidae","EP","Occurs on mainland",8e+06,3.903089987,"grazer","grazer",3,1,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Mammuthus_exilis",NA,"Proboscidea","Elephantidae","EP","Occurs only on isolated islands",759000,2.880241776,"mixed feeder","mixed feeder",2,3,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Mammuthus_primigenius",NA,"Proboscidea","Elephantidae","EP","Occurs on mainland",5500000,3.740362689,"grazer","grazer",3,1,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Cuvieronius_hyodon",NA,"Proboscidea","Gomphotheriidae","EP","Occurs on mainland",6213000,3.793301354,"mixed feeder","mixed feeder",3,3,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Notiomastodon_platensis",NA,"Proboscidea","Gomphotheriidae","EP","Occurs on mainland",7580000,3.879669206,"mixed feeder","mixed feeder",3,2,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Mammut_americanum",NA,"Proboscidea","Mammutidae","EP","Occurs on mainland",4523800,3.655503396,"browser","browser",1,3,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Stegodon_florensis",NA,"Proboscidea","Stegodontidae","EP","Occurs only on isolated islands",850000,2.929418926,"grazer","grazer",3,1,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Stegodon_orientalis",NA,"Proboscidea","Stegodontidae","EP","Occurs on mainland",1995262.3,3.299999997,"browser","browser",1,3,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Stegodon_trigonocephalus",NA,"Proboscidea","Stegodontidae","EP","Occurs on large land bridge islands",1365000,3.135132651,"mixed feeder","mixed feeder",3,2,0,"Hindgut Colon","Hindgut Colon",1,"Plantigrade",0,1,0,"terrestrial"
"Castor_canadensis",NA,"Rodentia","Castoridae","LC","Occurs on mainland",21820,1.338854746,"browser","browser",0,3,0,"Hindgut Caecum","Hindgut Caecum",1,"Plantigrade",1,1,0,"semi.aquatic"
"Castor_fiber",NA,"Rodentia","Castoridae","LC","Occurs on mainland",19000,1.278753601,"browser","browser",0,3,0,"Hindgut Caecum","Hindgut Caecum",1,"Plantigrade",1,1,0,"semi.aquatic"
"Castoroides_ohioensis",NA,"Rodentia","Castoridae","EP","Occurs on mainland",80000,1.903089987,"mixed feeder","mixed feeder",3,3,0,"Hindgut Caecum","Hindgut Caecum",1,"Plantigrade",1,1,0,"semi.aquatic"
"Hydrochoerus_hydrochaeris",NA,"Rodentia","Caviidae","LC","Occurs on mainland",62449.6,1.795529661,"grazer","grazer",3,1,0,"Hindgut Caecum","Hindgut Caecum",1,"Digitigrade",1,1,0,"semi.aquatic"
"Hydrochoerus_isthmius",NA,"Rodentia","Caviidae","DD","Occurs on mainland",35000,1.544068044,"grazer","grazer",3,1,0,"Hindgut Caecum","Hindgut Caecum",1,"Digitigrade",1,1,0,"semi.aquatic"
"Neochoerus_aesopi",NA,"Rodentia","Caviidae","EP","Occurs on mainland",93333.3,1.970036622,"grazer","grazer",3,0,0,"Hindgut Caecum","Hindgut Caecum",1,"Digitigrade",1,1,0,"semi.aquatic"
"Dinomys_branickii",NA,"Rodentia","Dinomyidae","VU","Occurs on mainland",12500,1.096910013,"browser","browser",0,3,0,"Hindgut Caecum","Hindgut Caecum",1,"Plantigrade",0,1,0,"terrestrial"
"Amblyrhiza_inundata",NA,"Rodentia","Echimyidae","EP","Occurs only on isolated islands",93325.4,1.96999986,"mixed feeder","mixed feeder",2,3,0,"Hindgut Caecum","Hindgut Caecum",1,"Plantigrade",0,1,0,"terrestrial"
"Hystrix_africaeaustralis",NA,"Rodentia","Hystricidae","LC","Occurs on mainland",14936,1.174234305,"browser","browser",0,3,0,"Hindgut Caecum","Hindgut Caecum",1,"Plantigrade",0,1,0,"terrestrial"
"Hystrix_cristata",NA,"Rodentia","Hystricidae","LC","Occurs on mainland",16250,1.210853365,"browser","browser",0,3,0,"Hindgut Caecum","Hindgut Caecum",1,"Plantigrade",0,1,0,"terrestrial"
"Hystrix_indica",NA,"Rodentia","Hystricidae","LC","Occurs on mainland",12435.8,1.094673729,"browser","browser",0,3,0,"Hindgut Caecum","Hindgut Caecum",1,"Plantigrade",0,1,0,"terrestrial"
"Hystrix_javanica",NA,"Rodentia","Hystricidae","LC","Occurs on large land bridge islands",23014.4,1.361999657,"browser","browser",0,3,0,"Hindgut Caecum","Hindgut Caecum",1,"Plantigrade",0,1,0,"terrestrial"
"Hystrix_refossa",NA,"Rodentia","Hystricidae","EP","Occurs on mainland",19747.6,1.295514322,"browser","browser",0,3,0,"Hindgut Caecum","Hindgut Caecum",1,"Plantigrade",0,1,0,"terrestrial"
"Ailuropoda_melanoleuca",NA,"Carnivora","Ursidae","VU","Occurs on mainland",108400,NA,"browser","browser",0,3,1,"Simple Gut","Simple Gut",0,"Plantigrade",0,1,0,"terrestrial"
"Arctotherium_tarijense",NA,"Carnivora","Ursidae","EP","Occurs on mainland",110170,NA,"omnivore","browser",0,3,3,"Simple Gut","Simple Gut",0,"Plantigrade",0,1,0,"terrestrial"
"Arctotherium_wingei",NA,"Carnivora","Ursidae","EP","Occurs on mainland",73498.6,NA,"omnivore","browser",0,3,2,"Simple Gut","Simple Gut",0,"Plantigrade",0,1,0,"terrestrial"
"Ursus_americanus",NA,"Carnivora","Ursidae","LC","Occurs on mainland",99949.4,NA,"browser","browser",0,3,1,"Simple Gut","Simple Gut",0,"Plantigrade",0,1,0,"terrestrial"
"Ursus_thibetanus",NA,"Carnivora","Ursidae","VU","Occurs on mainland",77500,NA,"omnivore","browser",0,3,2,"Simple Gut","Simple Gut",0,"Plantigrade",0,1,0,"terrestrial"
